TranscriptID,NewsProgram,NexisUni,Factiva,TranscriptDate,TitleOriginal,CaseIDA,CaseStageA,CaseIDB,CaseStageB,CaseIDC,CaseStageC,CaseIDD,CaseStageD
MSNBC041615,Hardball,1,1,2015-04-16,Trade Deal Divides Democrats; Campaign Finance Gyrocopter,2014070,PostCert,2009012,PostDecision,none,none,none,none
Fox081905,SpecialReport,1,0,2005-08-19,Political Headlines,2004075,PostDecision,none,none,none,none,none,none
Fox112106,SpecialReport,1,0,2006-11-21,Political Headlines,2004075,PostDecision,2004078,PostDecision,none,none,none,none
MSNBC051815,Hardball,1,1,2015-05-18,"HARDBALL WITH CHRIS MATTHEWS for May 18, 2015",2014070,PostArgument,none,none,none,none,none,none
MSNBC052215,Hardball,1,1,2015-05-22,"Hardball for May 22, 2015",2014070,PostArgument,none,none,none,none,none,none
MSNBC060315,Hardball,1,1,2015-06-03,GOP Politics of Belittlement; Clinton`s Fight for the Right to Vote,2014070,PostArgument,none,none,none,none,none,none
Fox111208,SpecialReport,1,0,2008-11-12,Political Headlines,2008003,Decision,none,none,none,none,none,none
Fox121409,SpecialReport,1,0,2009-12-14,Political Headlines,2000010,PostDecision,2005069,PostDecision,2003006,PostDecision,none,none
Fox012810,SpecialReport,1,0,2010-01-28,Fox News All-stars,2009012,PostDecision,none,none,none,none,none,none
Fox022310,SpecialReport,1,0,2010-02-23,Political Headlines,2009077,Argument,none,none,none,none,none,none
Fox101810,SpecialReport,1,0,2010-10-18,"Kentucky Senate Race Gets Ugly; Tancredo Inching Closer In Colorado's Gubernatorial Race; Pro-life Dems For Health Care Pays The Price; Republicans, The Dark Side Of The Force; Germany's Immigration Plan A Failure",2010052,Cert,none,none,none,none,none,none
Fox052711,SpecialReport,1,0,2011-05-27,Political Headlines,2009012,PostDecision,none,none,none,none,none,none
MSNBC062515,Hardball,1,1,2015-06-25,"Supreme Court Upholds ""Obama Care""",2014070,PostArgument,none,none,none,none,none,none
ABC100709,WorldNewsTonight,0,1,2009-10-07,A Closer Look Church And State,2009041,Argument,none,none,none,none,none,none
ABC012110,WorldNewsTonight,0,1,2010-01-21,Campaign Money Blockbuster Decision,2009012,Decision,none,none,none,none,none,none
Fox100511,SpecialReport,1,0,2011-10-05,Political Headlines,2011011,Argument,none,none,none,none,none,none
MSNBC062915,Hardball,1,1,2015-06-29,American People Moving Left?,2014070,PostDecision,2009012,PostDecision,none,none,none,none
MSNBC070215,Hardball,1,1,2015-07-02,The Rise of Sanders and Trump; Is Obama the Democrats` Reagan?,2014070,PostDecision,none,none,none,none,none,none
ABC040110,WorldNewsTonight,0,1,2010-04-01,Flash Point Funeral Protest,2010023,PostCert,none,none,none,none,none,none
ABC042010,WorldNewsTonight,0,1,2010-04-20,Animal Outcry Animal Cruelty,2009047,Decision,none,none,none,none,none,none
Fox030812,SpecialReport,1,0,2012-03-08,Political Headlines,2009012,PostDecision,none,none,none,none,none,none
MSNBC090115,Hardball,1,1,2015-09-01,Manhunt for Illinois Police Killers; Dumping on Trump,2014070,PostDecision,none,none,none,none,none,none
Fox061412,SpecialReport,1,0,2012-06-14,Interview With Mitch Mcconnell,none,none,none,none,none,none,none,none
Fox012913,SpecialReport,1,0,2013-01-29,"Is President Obama Starting A Bidding War Over Immigration Reform?; The Merits Of Change, The Boy Scouts And Gays",1999085,PostDecision,none,none,none,none,none,none
Fox012913,SpecialReport,1,0,2013-01-29,Wounded Soldier Receives Replacement Limbs; President Proposes Immigration Reform Ideas; Boy Scouts To Drop National Ban On Gay Members,none,none,none,none,none,none,none,none
MSNBC090215,Hardball,1,1,2015-09-02,Bush Versus Trump Gets Hotter; Obama Gets 34th Senate Vote for Iran Deal,2014070,PostDecision,none,none,none,none,none,none
Fox041013,SpecialReport,1,0,2013-04-10,Social Issues Impact On Politics Examined; President Proposes Budget; North Korea Continues Threatening Posture,2012077,PostArgument,none,none,none,none,none,none
Fox050514,SpecialReport,1,0,2014-05-05,Benghazi Special House Committee Formed; Dozens Die In Ukraine Violence; Congressional Races Profiled; Common Core Educational Standards Challenged; Islamic Extremist Group Claims Responsibility For Nigerian School Girl Kidnappings,2013042,Decision,none,none,none,none,none,none
MSNBC090915,Hardball,1,1,2015-09-09,War Hawk Day; Why Are We Talking About E-mails?,2014070,PostDecision,none,none,none,none,none,none
MSNBC021516,Hardball,1,1,2016-02-15,"HARDBALL for February 15, 2016",2009012,PostDecision,none,none,none,none,none,none
MSNBC030216,Hardball,1,1,2016-03-02,"HARDBALL for March 2, 2016",2015048,Argument,none,none,none,none,none,none
MSNBC013117,Hardball,1,1,2017-01-31,"HARDBALL WITH CHRIS MATTHEWS for January 31, 2017",2009012,PostDecision,2013070,PostDecision,2015063,PostDecision,2015048,PostDecision
Fox062614,SpecialReport,1,0,2014-06-26,Political Headlines,2013063,PostDecision,none,none,none,none,none,none
Fox070414,SpecialReport,1,0,2014-07-04,Immigration Issue; U.s. Quad Amputee Veteran Profiled; Central American Children Continue To Cross Southern U.s. Border,2013070,PostDecision,none,none,none,none,none,none
ABC042810,WorldNewsTonight,0,1,2010-04-28,Religious Rights Cross Case,2009041,Decision,none,none,none,none,none,none
Fox101714,SpecialReport,1,0,2014-10-17,Ron Klain Appointed By President Obama To Be Ebola Response Coordinator; Cdc Trying To Track Down Passengers On Texas Nurse Amber Vinson's October 10th Flight; General Lloyd Arson Says Baghdad Airport Not In Danger; Counties Across U.s. Releasing Illegal Immigrants From Custody; President Appoints Ebola Czar; Politicians Increasingly Calling For Travel Ban From African Countries Afflicted With Ebola,2013070,PostDecision,none,none,none,none,none,none
Fox112614,SpecialReport,1,0,2014-11-26,More Violent Protests Anticipated In Ferguson; Irs Recovers Supposedly Lost Emails Of Irs Agent; Possible Effect Of Government Regulations On U.s. Economy Examined; Sen. Chuck Schumer Criticizes Obamacare,2014061,PostCert,none,none,none,none,none,none
MSNBC062617,Hardball,1,1,2017-06-26,"HARDBALL WITH CHRIS MATTHEWS for June 26, 2017",2014070,PostDecision,2017020,Cert,none,none,none,none
Fox012015,SpecialReport,1,0,2015-01-20,Tough Crowd; Interview With Sen. Mitch Mcconnell; Class Warfare; The Cuban Connection,2014003,Decision,none,none,none,none,none,none
MSNBC092717,Hardball,1,1,2017-09-27,"HARDBALL WITH CHRIS MATTHEWS for September 27, 2017",2014070,PostDecision,none,none,none,none,none,none
MSNBC102617,Hardball,1,1,2017-10-26,"HARDBALL WITH CHRIS MATTHEWS for October 26, 2017",2014070,PostDecision,none,none,none,none,none,none
MSNBC060118,Hardball,1,1,2018-06-04,"HARDBALL WITH CHRIS MATTHEWS; June 01, 2018",2017020,Decision,none,none,none,none,none,none
MSNBC062618,Hardball,1,1,2018-06-26,"HARDBALL WITH CHRIS MATTHEWS for June 26, 2018",2009012,PostDecision,none,none,none,none,none,none
ABC100410,WorldNewsTonight,0,1,2010-10-04,High Court History New Term,2010007,Argument,none,none,none,none,none,none
Fox030515,SpecialReport,1,0,2015-03-05,Failure To Launch; Harrowing Ordeal For Delta Flight Passengers; Building The Coalition; Jumping The Gun,2014070,PostCert,none,none,none,none,none,none
MSNBC062718,Hardball,1,1,2018-06-27,"HARDBALL for June 27, 2018",2014070,PostDecision,2009012,PostDecision,none,none,none,none
Fox040115,SpecialReport,1,0,2015-04-01,Senator Bob Menendez Indicted; Iran Talks On Double Overtime; Controversy Over Religious Freedom Restoration Act; California's Historic Drought; American Hustle In Nigeria?,2014070,PostCert,none,none,none,none,none,none
ABC100610,WorldNewsTonight,0,1,2010-10-06,Arguing For Hatred Court Battle,2010023,Argument,none,none,none,none,none,none
ABC101110,WorldNewsTonight,0,1,2010-10-11,Vote 2010 Foreign Money,2009012,PostDecision,none,none,none,none,none,none
Fox071515,SpecialReport,1,0,2015-07-15,Defending The Iran Deal; 2016 Presidential Politics; Damage Control; Planned Parenthood Allegations: Fact Or Fiction; Interview With Jeb Bush,2014070,PostDecision,none,none,none,none,none,none
MSNBC062818,Hardball,1,1,2018-06-28,"HARDBALL for June 28, 2018",2009012,PostDecision,none,none,none,none,none,none
ABC121010,WorldNewsTonight,0,1,2010-12-10,The Outrage Funeral Protest,2010023,PostArgument,none,none,none,none,none,none
Fox081115,SpecialReport,1,0,2015-08-11,"2016 Presidential Race; Clinton E-mail Scandal; Epa Damage Control; China Devalues Its Currency; Couple From Missouri, Alleged Isis Supporters, Arrested",2014061,PostDecision,none,none,none,none,none,none
MSNBC070918,Hardball,1,1,2018-07-09,"HARDBALL WITH CHRIS MATTHEWS for July 9, 2018",2009012,PostDecision,1991117,PostDecision,2015048,PostDecision,none,none
Fox110615,SpecialReport,1,0,2015-11-06,Biography Of George H. W. Bush Published; Dr. Ben Carson's Comments On West Point Scholarship Examined; President Announces Keystone Xl Pipelines Will Not Be Built,2015063,Cert,none,none,none,none,none,none
Fox030216,SpecialReport,1,0,2016-03-02,Trump Leads In Delegates After Super Tuesday; Clinton Sitting On A Big Lead After Super Tuesday; Obama's Presidential Campaign Impact; Major Abortion Case At The Supreme Court; Apple Appeals Order To Provide Access For Fbi To Encrypted Iphone Own By San Bernardino Shooter; Donald Trump Ahead In Delegates In Republican Presidential Race; Republican Presidential Candidates Prepare For Upcoming Debate,2015048,Argument,none,none,none,none,none,none
MSNBC071719,Hardball,1,1,2019-07-17,"HARDBALL WITH CHRIS MATTHEWS; July 17, 2019",2009012,PostDecision,none,none,none,none,none,none
MSNBC010501,Hardball,1,0,2001-01-05,Senate Leaders Agree to Share Power; President Clinton Bans Logging on Millions of Acres of Federal Land,1999088,PostDecision,none,none,none,none,none,none
MSNBC062501,Hardball,1,0,2001-06-25,Remembering Archie Bunker and 'All in the Family'; Supreme Court Upholds Contribution Limits to Candidates,2000082,Decision,none,none,none,none,none,none
Fox041316,SpecialReport,1,0,2016-04-13,Russian Warplanes Testing U.s. Patience; President Obama Met With National Security Council On Isis Threat; Donald Trump In Pennsylvania; U.s. Supreme Court Challenging The Obama Contraception Mandate; Effect Of Super Delegates On Democratic Presidential Race Examined; Recent Russian Provocations Against U.s. Military Assessed; Congress Requesting Further Documents Related To Operation Fast And Furious,2015063,PostArgument,none,none,none,none,none,none
Fox041717,SpecialReport,1,0,2017-04-17,Nuclear Tensions; New Sheriff In Town; North Korea Strategy; Death Penalty Executions; Manhunt For Facebook Killer; Political Power Play; Fight Against Isis; Prison Reform Programl Neil Gorsuch Begins Tenure As Supreme Court Justice; Tensions Between North Korea And U.s. Examined; Arkansas Arguing Before Courts Regarding Death Penalty,2016068,PostCert,none,none,none,none,none,none
MSNBC062702,Hardball,1,0,2002-06-27,Will Democrats Use Corporate Corruption to Win Elections?,2001080,Decision,none,none,none,none,none,none
Fox041917,SpecialReport,1,0,2017-04-19,Iranian Compliance; Tensions High In Venezuela; North Korea Threat; Interview With Sen. Marco Rubio; O'reilly Fox News Departure; Veterans Health Care; Georgia Special Election; Can't Win For Losing; Cia Operative May Testify In Italian Court; Secretaries Of State And Defense Discuss Iranian Nuclear Deal; Anti-government Protests Continue In Venezuela; Georgia Special Election Ends With Runoff,2016068,Argument,none,none,none,none,none,none
Fox100317,SpecialReport,1,0,2017-10-03,Las Vegas Massacre Investigation; Puerto Rico Visit; Sonic Attacks; Iran Nuclear Deal; Digging In; Partisan Parameters; Supreme Court To Hear Care Involving Political Gerrymandering; Corruption Trial Of Senator Menendez Continues; Singer/songwriter Tom Petty Dies; Gun Control Debated In Wake Of Las Vegas Shooting Massacre; President Trump Visits Puerto Rico,2017020,PostCert,none,none,none,none,none,none
MSNBC123003,Hardball,1,0,2003-12-30,"HARDBALL For December 30, 2003",2002083,PostDecision,none,none,none,none,none,none
MSNBC062904,Hardball,1,0,2004-06-29,"HARDBALL For June 29, 2004",2003006,PostDecision,none,none,none,none,none,none
Fox112718,SpecialReport,1,0,2018-11-27,Driving A Hard Bargain; Mueller Probe; Americans Attacked; Ukraine Warns Of Escalation With Russia; Crowning Achievement; Border Line; Last Senate Showdown; Mississippi Holds Senate Runoff Election; California Democratic Party Chairman Accused Of Sexual Harassment; President Trump Criticizes General Motors For Closing Factories; President Trump Criticizes Federal Reserve Chairman; Three U.s. Service Members Killed In Afghanistan,2018002,Decision,none,none,none,none,none,none
Fox022801,SpecialReport,0,1,2001-02-28,Political Headlines,2000071,Argument,none,none,none,none,none,none
MSNBC080405,Hardball,1,0,2005-08-04,"HARDBALL For August 4, 2005",1995053,PostDecision,none,none,none,none,none,none
ABC030211,WorldNewsTonight,0,1,2011-03-02,Free Speech? Right To Hate,2010023,Decision,none,none,none,none,none,none
MSNBC021510,Hardball,1,0,2010-02-15,"HARDBALL for February 15, 2010",2009012,PostDecision,none,none,none,none,none,none
ABC062711,WorldNewsTonight,0,1,2011-06-27,Violent Games Court Decision,2010083,Decision,none,none,none,none,none,none
Fox052101,SpecialReport,0,1,2001-05-21,Political Headlines,2001038,PostCert,none,none,none,none,none,none
MSNBC051110,Hardball,1,0,2010-05-11,"For May 11, 2010",2005039,PostDecision,none,none,none,none,none,none
ABC022212,WorldNewsTonight,0,1,2012-02-22,Stolen Valor Brian Ross Investigates,2011076,Argument,none,none,none,none,none,none
ABC062812,WorldNewsTonight,0,1,2012-06-28,FAKE HEROES STOLEN VALOR,2011076,Decision,none,none,none,none,none,none
Fox061101,SpecialReport,0,1,2001-06-11,Political Headlines,2000071,Decision,none,none,none,none,none,none
MSNBC112310,Hardball,1,0,2010-11-23,Political Implication of TSA; Media Matters Third Party Organization; Obama`s Accomplishments; The Hardball Interview: Velma Hart,2009012,PostDecision,none,none,none,none,none,none
ABC120712,WorldNewsTonight,0,1,2012-12-07,Landmark Case Decision Time,2012079,Cert,2012077,Cert,none,none,none,none
Fox061201,SpecialReport,0,1,2001-06-12,Political Headlines,2000071,PostDecision,none,none,none,none,none,none
Fox062601,SpecialReport,0,1,2001-06-26,Special Report Roundtable,2000082,PostDecision,none,none,none,none,none,none
Fox100101,SpecialReport,0,1,2001-10-01,Political Headlines,2001080,PostCert,2001046,PostCert,2001038,PostCert,2001064,PostCert
ABC022813,WorldNewsTonight,0,1,2013-02-28,Unlikely Alliance Taking A Stand,2012077,PostCert,none,none,none,none,none,none
Fox022002,SpecialReport,0,1,2002-02-20,Political Headlines,2001080,Argument,1999087,PostDecision,none,none,none,none
Fox022002,SpecialReport,0,1,2002-02-20,Interview With Jonathan Turley,none,none,none,none,none,none,none,none
MSNBC030211,Hardball,1,0,2011-03-02,"For March 2, 2011",2010023,Decision,none,none,none,none,none,none
MSNBC031813,Hardball,1,0,2013-03-18,"HARDBALL for March 18, 2013",2012077,PostCert,2012079,PostCert,none,none,none,none
Fox030802,SpecialReport,0,1,2002-03-08,Political Headlines,1999088,PostDecision,none,none,none,none,none,none
MSNBC041515,Hardball,1,0,2015-04-15,"HARDBALL WITH CHRIS MATTHEWS for April 15, 2015",2014070,PostCert,none,none,none,none,none,none
ABC032513,WorldNewsTonight,0,1,2013-03-25,SHOWDOWN HIGH DRAMA,2012077,PostCert,none,none,none,none,none,none
Fox041602,SpecialReport,0,1,2002-04-16,Political Headlines,2001038,Decision,none,none,none,none,none,none
Fox050102,SpecialReport,0,1,2002-05-01,Political Headlines,2001038,PostDecision,none,none,none,none,none,none
ABC032713,WorldNewsTonight,0,1,2013-03-27,Marriage Showdown Historic Day,2012079,Argument,none,none,none,none,none,none
Fox061702,SpecialReport,0,1,2002-06-17,Political Headlines,2001063,Decision,none,none,none,none,none,none
MSNBC050715,Hardball,1,0,2015-05-07,Tom Brady Speaks,2014070,PostArgument,none,none,none,none,none,none
Fox062002,SpecialReport,0,1,2002-06-20,Political Headlines,2001064,PostDecision,none,none,none,none,none,none
Fox062702,SpecialReport,0,1,2002-06-27,Political Headlines,2001080,Decision,none,none,none,none,none,none
Fox120402,SpecialReport,0,1,2002-12-04,Iraq To Officially Declare Not To Have Weapons,2002021,Argument,none,none,none,none,none,none
Fox120402,SpecialReport,0,1,2002-12-04,Supreme Court Hears Whether Protests At Abortion Clinics Are Criminal Conspiracy,none,none,none,none,none,none,none,none
MSNBC052615,Hardball,1,0,2015-05-26,"HARDBALL WITH CHRIS MATTHEWS for May 26, 2015",2014070,PostArgument,none,none,none,none,none,none
MSNBC063015,Hardball,1,0,2015-06-30,Christie Versus Trump; Escapee David Sweat Talks; Supreme Court Follows the Country,2014070,PostDecision,none,none,none,none,none,none
MSNBC070615,Hardball,1,0,2015-07-06,Trump Means War; Interview With GOP Presidential Candidate Rick Santorum,2014070,PostDecision,none,none,none,none,none,none
Fox120402,SpecialReport,0,1,2002-12-04,Interview With Charles Lane,none,none,none,none,none,none,none,none
ABC032913,WorldNewsTonight,0,1,2013-03-29,PERSON OF THE WEEK THE KEY IS LOVE,2012077,PostArgument,2012079,PostArgument,none,none,none,none
ABC062613,WorldNewsTonight,0,1,2013-06-26,Landmark Ruling Same-sex Marriage In America,2012079,Decision,2012077,Decision,none,none,none,none
Fox022603,SpecialReport,0,1,2003-02-26,Tony Blair Wins Parliamentary Vote Backing Force Against Iraq,2002021,Decision,none,none,none,none,none,none
Fox022603,SpecialReport,0,1,2003-02-26,Supreme Court Rules In Favor Of Pro-life Protests,none,none,none,none,none,none,none,none
Fox022603,SpecialReport,0,1,2003-02-26,Should Dan Rather Have Permitted A Rebuttal For Hussein Interview?,none,none,none,none,none,none,none,none
MSNBC070715,Hardball,1,0,2015-07-07,Interview With Rudy Giuliani; Donald Trump and the GOP,2009012,PostDecision,2014070,PostDecision,none,none,none,none
ABC062613,WorldNewsTonight,0,1,2013-06-26,Landmark Ruling What Changes,none,none,none,none,none,none,none,none
Fox031003,SpecialReport,0,1,2003-03-10,"""Wartime Grapevine"": Senate Democrats Re-think Approval Of War On Iraq",1999088,PostDecision,none,none,none,none,none,none
Fox031303,SpecialReport,0,1,2003-03-13,Wartime Grapevine: Congressman John Conyers Considers Impeaching Bush,1999088,PostDecision,none,none,none,none,none,none
Fox060503,SpecialReport,0,1,2003-06-05,Congress Votes To Extend Tax Cut To Low-income Families,1999088,PostDecision,none,none,none,none,none,none
MSNBC071415,Hardball,1,0,2015-07-14,Republicans Slam Iran Deal,2014070,PostDecision,none,none,none,none,none,none
Fox062603,SpecialReport,0,1,2003-06-26,Wartime Grapevine,none,none,none,none,none,none,none,none
Fox062603,SpecialReport,0,1,2003-06-26,Special Report Roundtable,none,none,none,none,none,none,none,none
Fox090803,SpecialReport,0,1,2003-09-08,Political Headlines,2003006,Argument,none,none,none,none,none,none
MSNBC072115,Hardball,1,0,2015-07-21,"Trump Wars With GOP, Media; Kasich Announces White House Bid",2014070,PostDecision,none,none,none,none,none,none
Fox102103,SpecialReport,0,1,2003-10-21,Presidential Candidate Howard Dean Unveils His Energy Plan,1999088,PostDecision,none,none,none,none,none,none
MSNBC080515,Hardball,1,0,2015-08-05,Prepping to Debate Trump,2014070,PostDecision,none,none,none,none,none,none
Fox110503,SpecialReport,0,1,2003-11-05,Wartime Grapevine: New York Congressman Charlie Rangel Demands The Resignation Of Defense Secretary Donald Rumsfeld; Newspaper Publishes A Column By A Former Assistant Secretary Of Treasury Insisting Baghdad Pays For Deaths Under Saddam Hussein,1999088,PostDecision,none,none,none,none,none,none
ABC112613,WorldNewsTonight,0,1,2013-11-26,Supreme Court Fight Showdown Over Obamacare,2013070,Cert,none,none,none,none,none,none
Fox120203,SpecialReport,0,1,2003-12-02,Supreme Court Hears Argument Of A Student Denied A Scholarship Due To A Course In Religious Studies,none,none,none,none,none,none,none,none
Fox121003,SpecialReport,0,1,2003-12-10,The Supreme Court Upholds Campaign Finance Reform Act; The Administration Denies Reconstruction Contracts To Countries That Oppossed Iraq War,2003006,Decision,none,none,none,none,none,none
Fox121103,SpecialReport,0,1,2003-12-11,Senator Kerry Pounds His Rival Presidential Candidate Howard Dean At His Birthday Party; The Supreme Court Upholds The Campaign Finance Law,2003006,PostDecision,none,none,none,none,none,none
Fox031004,SpecialReport,0,1,2004-03-10,A Senate Panel Begins To Examine Activities Of 527 Groups,2003006,PostDecision,none,none,none,none,none,none
Fox081104,SpecialReport,0,1,2004-08-11,Battle Brews On Capitol Hill Over Control Of Billions Of Dollars In Intelligence Budget,2002074,PostDecision,none,none,none,none,none,none
Fox082604,SpecialReport,0,1,2004-08-26,Political Grapevine,1999088,PostDecision,none,none,none,none,none,none
Fox011806,SpecialReport,0,1,2006-01-18,Supreme Court Upholds Parental Notification Law; Iran Continues To Build Nuclear Program; Democrats Introduce Corruption Legislation,2005020,Decision,none,none,none,none,none,none
MSNBC090315,Hardball,1,0,2015-09-03,Trump Signs GOP Loyalty Pledge; Kentucky Clerk Jailed,2014070,PostDecision,none,none,none,none,none,none
ABC122713,WorldNewsTonight,0,1,2013-12-27,Persons Of The Week,2012079,PostDecision,none,none,none,none,none,none
Fox022806,SpecialReport,0,1,2006-02-28,Political Headlines,2005037,Decision,none,none,none,none,none,none
Fox100509,SpecialReport,0,1,2009-10-05,Fox News All-stars,none,none,none,none,none,none,none,none
Fox100709,SpecialReport,0,1,2009-10-07,Political Headlines,2009041,Argument,none,none,none,none,none,none
Fox102110,SpecialReport,0,1,2010-10-21,Fox News All-Stars,2009012,PostDecision,none,none,none,none,none,none
MSNBC021716,Hardball,1,0,2016-02-17,"HARDBALL WITH CHRIS MATTHEWS for February 17, 2016",2009012,PostDecision,none,none,none,none,none,none
ABC011514,WorldNewsTonight,0,1,2014-01-15,Supreme Showdown Will The High Court Decide?,2013068,Argument,none,none,none,none,none,none
Fox022813,SpecialReport,0,1,2013-02-28,Lew Confirmed; Pope Benedict And His Followers Say Goodbye,2012077,PostCert,none,none,none,none,none,none
MSNBC040816,Hardball,1,0,2016-04-08,"HARDBALL WITH CHRIS MATTHEWS for April 8, 2016",2009012,PostDecision,none,none,none,none,none,none
MSNBC051616,Hardball,1,0,2016-05-16,"HARDBALL with CHRIS MATTHEWS for May 16, 2016",2015063,Decision,none,none,none,none,none,none
MSNBC060116,Hardball,1,0,2016-06-01,"HARDBALL for June 1, 2016",2012079,PostDecision,none,none,none,none,none,none
Fox032713,SpecialReport,0,1,2013-03-27,The Supreme Court Signals Doma May Fall; Border Security Gets The Sequester Treatment,none,none,none,none,none,none,none,none
Fox070513,SpecialReport,0,1,2013-07-05,Egypt Coup Turns Bloody,2012079,PostDecision,none,none,none,none,none,none
Fox081913,SpecialReport,0,1,2013-08-19,Hosni Mubark May Be Freed; David Mirand Held Up In Brazil Airport; Obama Versus The Republicans; Penn State Unhappy With New Wellness Program; Prayer At Public Institution Challenged; Violence Continues In Egypt; Obamacare Implementation Criticized,2013042,PostCert,none,none,none,none,none,none
Fox112713,SpecialReport,0,1,2013-11-27,No Rest For The Weary; Unanswered Questions; Changes For Tax-exempt Groups,none,none,none,none,none,none,none,none
Fox062019,SpecialReport,0,1,2019-06-20,No Apologies; Peace Cross; Trade Talks; Bombs Away; Facebook Cryptocurrency; Witness Confession; Number Of Deaths Of Americans In Dominican Republic Continue To Increase; Iran Shoots Down American Drone Aircraft; President Trump Meets With Canadian Prime Minister Over Trade Deal; Democratic Presidential Candidate Joe Biden Refuses To Apologize For Statement On Previously Working With Segregationists In Congress,2018048,Decision,none,none,none,none,none,none
Fox062419,SpecialReport,0,1,2019-06-24,Economic Pressure On Iran; Acting Out; Immigration Raid Delay; Interview With Acting Ice Director Mark Morgan; Ready For Prime Time?; Buttigieg Tensed Town Hall; Democratic Presidential Candidates Campaign In South Carolina; Fedex Chairman Fred Smith Interviewed On Lawsuit Concerning Regulations By Commerce Department; Trump Administration Imposes New Sanction Iranian Supreme Leader,2018064,Decision,none,none,none,none,none,none
MSNBC062716,Hardball,1,0,2016-06-27,"HARDBALL WITH CHRIS MATTHEWS for June 27, 2016",2015048,Decision,1991117,PostDecision,none,none,none,none
ABC032514,WorldNewsTonight,0,1,2014-03-25,Supreme Showdown Who Should Pay For Emergency Contraception?,2013070,Argument,none,none,none,none,none,none
ABC062614,WorldNewsTonight,0,1,2014-06-26,Supreme Decision Free Speech Or Harassment?,2013068,Decision,none,none,none,none,none,none
ABC063014,WorldNewsTonight,0,1,2014-06-30,Supreme Showdown Major Obamacare Ruling,2013070,Decision,none,none,none,none,none,none
