CaseID,DateCert,DateArgument,DateDecision,TimePeriod,CaseName,CaseSummary,IssueArea
2011036,,2011-11-29,2012-03-26,2000_2018,"Credit Suisse Securities (Usa) Llc, Et Al., Petitioners V. Vanessa Simmonds","Shareholder's action alleging that underwriters of initial public offerings were required to disgorge profits from short-swing insider trading were time-barred by two-year limitations period of 15 U.S.C.S. § 78p(b), since period expressly began to run when profits were realized rather than when underwriters filed statements disclosing profits.",EconomicActivity
2011040,,2012-01-09,2012-03-21,2000_2018,"Chantell Sackett, Et Vir, Petitioners V. Environmental Protection Agency, Et Al.","Property owners had the right to judicial review of their claims that the EPA acted arbitrarily and capriciously and deprived them of due process of law when it issued a compliance order under 33 U.S.C.S. § 1319 which accused them of discharging pollutants into a navigable waterway without a permit, in violation of 33 U.S.C.S. § 1311.",EconomicActivity
2011047,2011-06-27,2011-12-05,2012-04-17,2000_2018,"Caraco Pharmaceutical Laboratories, Ltd., Et Al., Petitioners V. Novo Nordisk A/s Et Al.","Drug manufacturers' competitor was entitled to seek correction of manufacturers' use code for its method-of-use patent under 21 U.S.C.S. § 355 to permit approval of competitor's proposed generic drug which claimed other uses, since manufacturers' claim of one use did not preclude challenge and use code was patent information subject to correction.",EconomicActivity
2011049,,2012-02-28,2012-04-18,2000_2018,"Asid Mohamad, Individually And For The Estate Of Azzam Rahim, Deceased, Et Al., Petitioners V. Palestinian Authority Et Al.","Relatives of a naturalized citizen who was an alleged victim of torture could not sue Palestinian organizations under the Torture Victim Protection Act (TVPA), 28 U.S.C.S. § 1350 note, because the TVPA did not impose liability against organizations; the term ""individual"" as used in the TVPA encompassed only natural persons.",EconomicActivity
2011050,,2012-01-09,2012-04-18,2000_2018,"David J. Kappos, Under Secretary Of Commerce For Intellectual Property And Director, Patent And Trademark Office, Petitioner V. Gilbert P. Hyatt","35 U.S.C.S. § 145 neither imposed unique evidentiary limits in district court proceedings nor established a heightened standard of review for the PTO's factual findings, thus, vacating a summary judgment granted to the PTO on the basis of excluding a patent applicant's new evidence that had not been before the PTO was proper.",EconomicActivity
2011058,,2012-02-21,2012-05-24,2000_2018,"Tammy Foret Freeman, Et Al., Petitioners V. Quicken Loans, Inc.",Mortgage lenders were entitled to summary judgment on claims brought under the Real Estate Settlement Procedures Act because 12 U.S.C.S. § 2607(b) unambiguously covered only a settlement-service provider's splitting of a fee with one or more other persons; it could not be understood to reach a single provider's retention of an unearned fee.,EconomicActivity
2011062,,2012-02-29,2012-06-04,2000_2018,"Christine Armour, Et Al., Petitioners V. City Of Indianapolis, Indiana, Et Al.","Change in city's sewer-project funding method which forgave future installment assessments but provided no refunds for prepaid assessments did not violate Equal Protection Clause, U.S. Const. amend. XIV, cl. 1, since city had rational basis for distinction based on administrative burdens of continuing to collect installments or processing refunds.",EconomicActivity
2011076,2011-10-17,2012-02-22,2012-06-28,2000_2018,"United States, Petitioner V. Xavier Alvarez","Supreme Court upheld the court of appeals' decision reversing a district court's judgment convicting respondent of violating the Stolen Valor Act, 18 U.S.C.S. § 704(b), by falsely claiming that he was awarded the Congressional Medal of Honor because the Act violated the First Amendment.",FirstAmendment
2012007,,2012-11-07,2013-01-09,2000_2018,"Already, Llc, Dba Yums, Petitioner V. Nike, Inc.","In a trademark infringement action filed by a shoe company, it was not error to find that a subsequently-filed covenant not to sue mooted the case and divested the district court of jurisdiction; therefore, the district court also could not hear a counterclaim alleging the shoe company’s trademark was invalid.",EconomicActivity
2012008,,2012-12-04,2013-01-08,2000_2018,"Los Angeles County Flood Control District Petitioner V. Natural Resources Defense Council, Inc., Et Al.","The flow of water from an improved, concrete channel portion of a navigable waterway into an unimproved portion of the very same waterway did not qualify as a discharge of pollutants under 33 U.S.C.S. § 1362(12) of the Clean Water Act; thus, a finding of liability against a water district was in error.",EconomicActivity
2012014,,2012-11-26,2013-02-19,2000_2018,"Federal Trade Commission, Petitioner V. Phoebe Putney Health System, Inc., Et Al.","State legislation granting hospital authority power to acquire hospitals did not implicate state-action immunity from antitrust violations in acquiring only hospitals in authority's jurisdiction, since legislation did not clearly articulate policy of allowing anticompetitive acquisitions nor was any such policy implied as reasonably foreseeable.",EconomicActivity
2012020,,2012-11-07,2013-02-26,2000_2018,"Olivea Marx, Petitioner V. General Revenue Corporation","15 U.S.C.S. § 1692k(a)(3) did not “provide otherwise” for purposes of Fed. R. Civ. P. 54(d)(1), thus the district court was not precluded from awarding costs to a prevailing FDCPA debt collector defendant in a borrower's FDCPA case without finding bad faith and harassment.",EconomicActivity
2012022,,2013-01-08,2013-02-27,2000_2018,"Marc J. Gabelli And Bruce Alpert, Petitioners V. Securities And Exchange Commission","SEC enforcement action seeking civil penalties under the Investment Advisers Act of 1940, 15 U.S.C.S. § 80b-9, was time-barred under 28 U.S.C.S. § 2462 because the action was filed more than five years after the allegedly violative conduct occurred, and the discovery rule was inapplicable to this government enforcement action for civil penalties.",EconomicActivity
2012023,,2012-11-05,2013-02-27,2000_2018,"Amgen Inc., Et Al., Petitioners V. Connecticut Retirement Plans And Trust Funds","Proof of materiality of misrepresentations was not a prerequisite under Fed. R. Civ. P. 23(b) to certification of a class of investors in a securities-fraud class action, since materiality could be proved through evidence common to the class, and a failure of proof of materiality thus would end the action rather than simply prevent certification.",EconomicActivity
2012024,,2013-01-15,2013-03-04,2000_2018,"Steven Alan Levin, Petitioner V. United States Et Al.","The Gonzalez Act's direction in 10 U.S.C.S. § 1089(e) abrogated the FTCA's intentional tort exception, 28 U.S.C.S. § 2680(h), and permitted a veteran's lawsuit against the United States alleging that a Navy doctor committed battery while acting within the scope of his employment, when he performed surgery after the veteran withdrew his consent.",EconomicActivity
2012025,,2012-10-29,2013-03-19,2000_2018,"Supap Kirtsaeng, Dba Bluechristine99, Petitioner V. John Wiley & Sons, Inc.","17 U.S.C.S. § 109(a)’s first sale doctrine applied to copies of American copyrighted books manufactured abroad, thus, a student could assert the defense where he had others buy the books in Thailand, send them to him, and he resold them at a profit.",EconomicActivity
2012027,,2012-12-03,2013-03-20,2000_2018,"Doug Decker, In His Official Capacity As Oregon State Forester, Et Al., Petitioners V. Northwest Environmental Defense Center;","Preamendment version of the Industrial Stormwater Rule, former 40 C.F.R. § 122.26(b)(14) (2006), was reasonably interpreted by the EPA to exempt discharges of channeled stormwater runoff from logging roads from the National Pollutant Discharge Elimination System permit requirement under 33 U.S.C.S. § 1342(p).",EconomicActivity
2012032,,2013-02-19,2013-03-27,2000_2018,"Kim Millbrook, Petitioner V. United States","28 U.S.C.S. § 2680(h)'s “law enforcement proviso” did not apply only to torts during executing searches, seizures, or arrests, or when officers were engaged in investigative or law enforcement activity, thus, immunity did not apply to a prisoner's claim against the U.S. for federal correction officers' assault and battery.",EconomicActivity
2012035,,2012-11-27,2013-04-16,2000_2018,"Us Airways, Inc., In Its Capacity As Fiduciary And Plan Administrator Of The Us Airways, Inc. Employee Benefits Plan, Petitioner V. James E. Mccutchen Et Al.","Employer was allowed under 29 U.S.C.S. § 1132(a)(3) to enforce a health benefits plan description which required an injured employee to reimburse medical payments the plan paid from amounts he received from a tortfeasor and his own insurer. However, remand was required so lower courts could determine amount of attorneys' fees employer had to pay.",EconomicActivity
2012042,,2013-03-18,2013-05-13,2000_2018,"Randy Curtis Bullock, Petitioner V. Bankchampaign, N. A.","Nonprofessional trustee was improperly denied a discharge of a debt in bankruptcy based on fiduciary defalcation under 11 U.S.C.S. § 523(a)(4) since the trustee repaid loans for the trustee's personal gain from a trust with interest and there was no finding of wrongful intent, or gross recklessness, as required to find defalcation.",EconomicActivity
2012043,,2013-02-19,2013-05-13,2000_2018,"Vernon Hugh Bowman, Petitioner V. Monsanto Company Et Al.","The patent exhaustion doctrine did not protect a farmer who reproduced patented seeds through planting and harvesting without the patent holder’s permission because the farmer planted the holder’s patented soybeans solely to make and market replicas of them, thus depriving the holder of the reward patent law provided for the sale of each article.",EconomicActivity
2012055,,2013-03-25,2013-06-10,2000_2018,"Oxford Health Plans Llc, Petitioner V. John Ivan Sutter","Where insurer sought to vacate arbitrator's decision that a contract authorized class arbitration, arbitrator's decision survived the limited judicial review FAA § 10(a)(4) allowed because question was not whether he construed the contract correctly, but whether he construed it at all, and his decisions were interpretations of the agreement.",EconomicActivity
2012065,,2013-04-22,2013-06-20,2000_2018,"Agency For International Development, Et Al., Petitioners V. Alliance For Open Society International, Inc., Et Al.","Requirement that organizations receiving funding under the U.S. Leadership Against HIV/AIDS, Tuberculosis, and Malaria Act to fight the spread of HIV/AIDS adopt a policy explicitly opposing prostitution violated the organizations' freedom of speech, since the requirement compelled speech outside the scope of the funding program.",FirstAmendment
2012066,,2013-02-27,2013-06-20,2000_2018,"American Express Company, Et Al., Petitioners V. Italian Colors Restaurant, Et Al.","Provision in an arbitration agreement merchants entered with a credit card company which provided that they did not have the right to arbitrate any claim ""on a class action basis"" was not invalid because costs they would incur to individually arbitrate their claim alleging that company violated the Sherman Act would far exceed potential recovery.",EconomicActivity
2012077,2012-12-07,2013-03-26,2013-06-26,2000_2018,Hollingsworth V. Perry,"Proponents of Proposition 8, which was enacted as Cal. Const. art. I, § 7.5 and provided that marriage was solely between a man and a woman, lacked standing under U.S. Const. art. III, § 2 to appeal a district court decision that declared Proposition 8 unconstitutional. The proponents' interest in the initiative's validity was insufficient.",SexDiscrimination
2012079,2012-12-07,2013-03-27,2013-06-26,2000_2018,United States V. Windsor,"Defense of Marriage Act, which denied recognition of same-sex marriages, was unconstitutional since the disallowance of a surviving-spouse estate tax exemption based on the same-sex marriage of the spouse and the decedent, which was recognized by the state, was a deprivation of the equal liberty of persons that was protected by the Fifth Amendment.",SexDiscrimination
2013010,,2013-10-15,2013-12-16,2000_2018,Heimeshoff V. Hartford Life & Accident Ins. Co.,"A limitations provision was enforceable where a participant and a plan were allowed to agree by contract to a particular limitations period, even one that started to run before the cause of action accrued, the three-year limitations period was not unreasonably short, and ERISA was not a controlling statute to the contrary.",EconomicActivity
2013014,,2013-11-05,2014-01-22,2000_2018,"Medtronic, Inc. V. Mirowski Family Ventures, Llc","Although a patentee was a defendant in an action which a medical products company filed under the Declaratory Judgment Act seeking a judgment that it was not required to pay royalties to the patentee under a license it held, the patentee had the burden of proving that products the company produced infringed its patents.",EconomicActivity
2013017,,2013-12-09,2014-01-27,2000_2018,Air Wisconsin Airlines Corp. V. Hoeper,"Where an airline called TSA about a pilot's anger, chance that he might be armed, and impending termination, the airline was entitled to immunity under the Aviation and Transportation Security Act (ATSA) regarding a defamation claim because, inter alia, ATSA immunity could not be denied without determination that disclosure was materially false.",FirstAmendment
2013022,,2013-10-07,2014-02-26,2000_2018,Chadbourne & Parke Llp V. Troice,"Investors' consolidated class actions under the Securities Litigation Uniform Standards Act of 1998, 15 U.S.C.S. §§ 78bb(f ), were erroneously dismissed because a fraudulent misrepresentation or omission was not made in connection with a purchase or sale of a covered security unless it was material to a decision to buy or sell a covered security.",EconomicActivity
2013025,,2014-01-13,2014-03-04,2000_2018,Law V. Siegel,"Bankruptcy debtor's homestead exemption was improperly surcharged to defray a bankruptcy trustee's attorney fees in establishing that the debtor claimed a fraudulent lien against the debtor's homestead, since the surcharge contravened 11 U.S.C.S. § 522(k), which provided that the exemption was not liable for payment of administrative expenses.",EconomicActivity
2013027,,2013-12-02,2014-03-05,2000_2018,Bg Group Plc V. Republic Of Argentina,Arbitrators had authority to determine that treaty provision requiring local litigation prior to arbitration did not apply since treaty was contract and subject to contractual presumption that parties to treaty intended arbitrators rather than courts to decide dispute about interpretation and application of procedural precondition for arbitration.,EconomicActivity
2013033,2013-02-19,2013-10-08,2014-04-02,2000_2018,Mccutcheon V. Fec,"Aggregate limits that were imposed under 2 U.S.C.S. § 441a(a)(3) on amounts individuals could contribute to candidates and political committees violated First Amendment because they restricted right to participate in the political process while doing little, if anything, to target “quid pro quo” corruption or its appearance in campaign financing.",FirstAmendment
2013038,,2014-01-22,2014-04-23,2000_2018,Paroline V. United States,"18 U.S.C.S. § 2259 limited restitution to those losses proximately caused by defendant's possession of child pornography; the lower court erred in finding otherwise. On remand, the district court was to assess the significance of defendant’s conduct in light of the broader causal process that produced the victim’s losses.",EconomicActivity
2013039,2013-06-24,2013-12-10,2014-04-29,2000_2018,Epa V. Eme Homer City Generation,"The EPA's Transport Rule, 76 Fed. Reg. 48208-48209, which provided a cost-effective allocation of emission reductions among upwind states, was not arbitrary and capricious, but was a permissible, workable, and equitable interpretation of the ""Good Neighbor Provision"" of the Clean Air Act, 42 U.S.C.S. § 7410(a).",EconomicActivity
2013042,2013-05-20,2013-11-06,2014-05-05,2000_2018,Town Of Greece V. Galloway,"Town's practice of opening board meetings with a prayer did not violate the Establishment Clause; the First Amendment did not require legislative prayer to be nonsectarian, nor was the town required to search beyond its borders for non-Christian prayer givers in order to achieve religious balancing.",FirstAmendment
2013045,,2014-01-21,2014-05-19,2000_2018,"Petrella V. Metro-goldwyn-mayer, Inc.",The equitable defense of laches did not bar relief on a screenplay writer's heir's pursuit of 17 U.S.C.S. § 504(b) remedies that had been brought within 17 U.S.C.S. § 507(b)’s three-year limitations period as § 507(b) already took account of delay by limiting recovery for infringement in earlier years allowing offsets for deductible expenses.,EconomicActivity
2013047,,2014-03-26,2014-05-27,2000_2018,Wood V. Moss,"In action alleging First Amendment violation due to how security perimeter was established, Secret Service agents were entitled to qualified immunity as no decision would have alerted agents engaged in crowd control that they bore First Amendment obligation to ensure that groups with different viewpoints were at comparable locations at all times.",FirstAmendment
2013051,,2014-04-30,2014-06-02,2000_2018,"Limelight Networks, Inc. V. Akamai Technologies, Inc.","Under statutory text and structure, as well as prior case law, a content delivery network provider could not be liable for inducing infringement of a patent under 35 U.S.C.S. § 271(b) when no one had directly infringed the patent under 35 U.S.C.S. § 271(a) or any other statutory provision.",EconomicActivity
2013052,,2014-04-28,2014-06-02,2000_2018,"Nautilus, Inc. V. Biosig Instruments, Inc","An incorrect standard was applied in finding that a patent for a heart-rate monitor was not indefinite under 35 U.S.C.S. § 112, para. 2, because a patent would be indefinite if its claims, in light of the specification and prosecution history, failed to inform, with reasonable certainty, those skilled in the art about the scope of the invention.",EconomicActivity
2013055,,2014-01-14,2014-06-09,2000_2018,Executive Benefits Ins. Agency V. Arkison,"In a bankruptcy case, the plain text of the severability provision of 28 U.S.C.S. § 157(c) closed the so-called ""gap"" created by a Stern claim, and thus, the proper course in such a case required a bankruptcy court to issue proposed findings of fact and conclusions of law for de novo review and entry of a judgment by a district court.",EconomicActivity
2013057,,2014-04-21,2014-06-12,2000_2018,Pom Wonderful Llc V. Coca-cola Co.,"Producer of a blended juice beverage was not precluded by the FDCA from an action under the Lanham Act alleging that a competitor mislabeled its beverage, since regulating labeling for consumer protection under the FDCA was complementary to the prohibition of mislabeling under the Lanham Act for the protection of competition.",EconomicActivity
2013062,,2014-03-05,2014-06-23,2000_2018,"Halliburton Co. V. Erica P. John Fund, Inc.","Although the presumption of reliance upon a corporation's misrepresentations in securities fraud action based on stock price in efficient market remained viable, corporation was entitled to present evidence of lack of market efficiency with evidence of lack of impact of misrepresentations on price to rebut presumption prior to class certification.",EconomicActivity
2013063,2013-10-15,2014-02-24,2014-06-23,2000_2018,Util. Air Regulatory Group V. Epa,"EPA impermissibly determined that stationary sources could be required to obtain a Clean Air Act permit on the basis of greenhouse-gas emissions, but EPA reasonably determined that the Act required best available control technology for greenhouse gases emitted by sources that were otherwise subject to Prevention of Significant Deterioration review.",EconomicActivity
2013066,,2014-04-02,2014-06-25,2000_2018,Fifth Third Bancorp V. Dudenhoeffer,"Under 29 U.S.C.S. § 1104(a)(1)(B), ESOP fiduciaries were subject to the same duty of prudence that applied to ERISA fiduciaries in general, except that they were not required to diversify the fund’s assets. The fiduciaries' arguments to the contrary were rejected.",EconomicActivity
2013067,,2014-04-22,2014-06-25,2000_2018,"American Broadcasting Cos. V. Aereo, Inc.","Business that sold service which allowed subscribers to watch television programs over Internet at about same time programs were broadcast violated copyrights held by television producers and broadcasters, and could be enjoined from providing that service; the service was a ""public"" performance under changes Congress made to Copyright Act in 1976.",EconomicActivity
2013068,2013-06-24,2014-01-15,2014-06-26,2000_2018,Mccullen V. Coakley,"Mass. Gen. Laws, ch. 266, § 120E1/2(a), (b) (2012) violated the First Amendment where although it was content neutral, the buffer zones compromised the abortion opponents' abilities to engage in sidewalk counseling and distribute literature to arriving patients, and the Commonwealth had other approaches that did not exclude them from public ways.",Abortion
2013070,2013-11-26,2014-03-25,2014-06-30,2000_2018,Burwell V. Hobby Lobby Stores,"Regulations requiring that closely held corporations, whose owners had sincere religious beliefs regarding contraception, provide health insurance coverage for contraception violated the RFRA because the regulations substantially burdened the exercise of religion and were not the least restrictive means of serving a compelling government interest.",FirstAmendment
2013073,,2014-04-28,2014-06-19,2000_2018,Lane V. Franks,"Testimony that a public employee gave in two prosecutions the U.S. Government initiated against a state legislator who worked for a community college, which alleged that the legislator committed mail fraud and theft, was protected by the First Amendment because it was speech by a citizen on a matter of public concern.",FirstAmendment
2013074,,2014-03-31,2014-06-19,2000_2018,Alice Corp. Pty. Ltd. V. Cls Bank Int'l,Patent claims disclosing a computer-implemented scheme for mitigating settlement risk by using a third-party intermediary were patent-ineligible under 35 U.S.C.S. § 101 as they were drawn to a patent-ineligible abstract idea. Merely requiring generic computer implementation failed to transform that abstract idea into a patent-eligible invention.,EconomicActivity
2014003,,2014-10-07,2015-01-20,2000_2018,Holt V. Hobbs,"State prison's policy preventing inmate from growing short beard violated RLUIPA since it was undisputed that policy substantially burdened inmate's sincerely held religious belief that beard was required by his religion, and policy was not least restrictive means of furthering prison interests in preventing contraband and identifying inmates.",FirstAmendment
2014008,,2014-10-14,2015-02-25,2000_2018,Nc Bd. Of Dental Examiners V. Ftc,A state board on which a controlling number of decisionmakers were active market participants in the occupation the board regulated had to satisfy the Midcal active supervision requirement in order to invoke state-action antitrust immunity.,EconomicActivity
2014009,,2014-10-15,2015-01-20,2000_2018,"Teva Pharms. Usa, Inc. V. Sandoz, Inc.",,EconomicActivity
2014012,,2014-11-03,2015-03-24,2000_2018,"Omnicare, Inc. V. Laborers Dist. Council Constr. Indus. Pension Fund","Issuer's statements that it believed its contracts were legal did not give rise to liability under the first clause of 15 U.S.C.S. § 77k(a); investors did not allege that the opinion was not honestly held, and the statements therefore were not ""untrue statements of material fact"" regardless of whether the belief could be proved wrong.",EconomicActivity
2014013,,2014-11-04,2015-01-21,2000_2018,Dep't Of Homeland Sec. V. Maclean,"TSA violated 5 U.S.C.S. § 2302(b)(8)(A) when it fired air marshal because he told reporter that TSA had decided to remove air marshals from certain long-distance flights to save money on hotel costs, even though it had credible information that al Qaeda was planning to attack flights, because disclosure was prohibited by regulation, not by statute.",FirstAmendment
2014014,,2014-11-04,2015-01-13,2000_2018,"Jesinoski V. Countrywide Home Loans, Inc.","The borrowers' complaint was improperly dismissed as untimely where they had mailed the lenders a written notice of their intention to rescind within three years of their mortgage loan's consummation, and that was all that was required in order to exercise the right to rescind under 15 U.S.C.S. § 1635(a).",EconomicActivity
2014018,,2014-11-10,2015-01-26,2000_2018,"M&g Polymers Usa, Llc V. Tackett","A collective bargaining agreement was not shown to vest retirees with right to lifetime contribution-free health benefits since there was no presumption of vested benefits, there was no evidence that industry customarily vested benefits, limited term of agreement could not be disregarded, and silence did not infer that benefits vested for life.",EconomicActivity
2014019,,2014-12-09,2015-03-04,2000_2018,"Ala. Dep't Of Revenue V. Csx Transp., Inc.","Alabama could be found not to have discriminated against a rail carrier in violation of 49 U.S.C.S. § 11501(b)(4) by exempting motor carriers, but not rail carriers, from a sales and use tax on diesel fuel if a fuel-excise tax imposed on motor carriers, but not rail carriers, was determined to be the rough equivalent of the sales tax.",EconomicActivity
2014021,,2014-11-12,2015-05-18,2000_2018,Comptroller Of The Treasury V. Wynne,Maryland statutes that imposed a tax on income Maryland residents earned outside Maryland violated the Dormant Commerce Clause under the internal consistency test as they did not offer Maryland residents full credit against income taxes paid to other States and created an incentive for Maryland taxpayers to opt for intrastate economic activity.,EconomicActivity
2014025,,2014-12-02,2015-03-24,2000_2018,"B&b Hardware, Inc. V. Hargis Indus., Inc.","So long as the other ordinary elements of issue preclusion were met, when the usages adjudicated by the Trademark Trial and Appeal Board were materially the same as those before the district court, issue preclusion should be applied.",EconomicActivity
2014027,2014-07-01,2014-12-03,2015-03-25,2000_2018,Young V. Ups,The lower courts improperly granted an employer summary judgment on a pregnant employee's 42 U.S.C.S. § 2000e(k) claim where the employee's evidence created a genuine dispute as to whether the employer provided more favorable treatment to at least some employees whose situation could not be distinguished.,SexDiscrimination
2014028,,2014-12-03,2015-01-21,2000_2018,"Hana Financial, Inc. V. Hana Bank","Issue of whether tacking was available to determine trademark priority was properly submitted to the jury. Because the tacking inquiry operated from the perspective of an ordinary purchaser, if a jury trial was requested the jury was required to make the determination unless the facts warranted summary judgment or judgment as a matter of law.",EconomicActivity
2014029,,2014-12-08,2015-03-03,2000_2018,Direct Mktg. Ass'n V. Brohl,"28 U.S.C.S. § 1341 did not bar a suit to enjoin enforcement of Colo. Rev. Stat. § 39-21-112 where enforcement of the notice and reporting requirements was not an act of assessment, levy, or collection, and a suit could not be understood to restrain the assessment, levy, or collection of a state tax if it merely inhibited those activities.",EconomicActivity
2014030,,2014-12-08,2015-03-09,2000_2018,Dot V. Ass'n Of Am. R.r.,"The National Railroad Passenger Corporation (Amtrak) was a governmental entity, not a private one, for purposes of determining whether the adoption of metrics and standards violated the United States Constitution's structural separation of powers and the Appointments Clause, U.S. Const. art. II, § 2, cl. 2.",EconomicActivity
2014033,,2014-12-10,2015-04-22,2000_2018,United States V. Kwai Fun Wong,"28 U.S.C.S. § 2401(b)(1) was nonjurisdictional and subject to equitable tolling as neither the text, context, nor legislative history indicated that Congress meant to enact something other than a standard time bar, and case law created a rebuttable presumption of equitable tolling against the government under a statute waiving sovereign immunity.",EconomicActivity
2014035,2014-07-01,2015-01-13,2015-05-26,2000_2018,"Kellogg Brown & Root Services, Inc. V. United States Ex Rel. Carter","Civil fraud claims of a former employee of defense contractors in a qui tam action on behalf of the government against the contractors were precluded since the Wartime Suspension of Limitations Act applied to any offense involving fraud or attempted fraud against the government, and the term ""offense"" limited application of the statute to crimes.",EconomicActivity
2014037,,2015-01-12,2015-06-18,2000_2018,Reed V. Town Of Gilbert,"Provisions in a town's sign code, Gilbert, Ariz., Land Development Code, ch. 1, § 4.402 (2005), which imposed more stringent restrictions on signs directing the public to a meeting of a nonprofit group than it did on signs conveying other messages, were content-based regulations of speech that could not survive First Amendment strict scrutiny.",FirstAmendment
2014045,,2015-02-24,2015-05-18,2000_2018,Tibble V. Edison International,"Appellate court erred by applying 6-year statutory bar based solely on initial selection of mutual funds without considering contours of alleged breach of fiduciary duty because, so long as alleged breach of continuing duty to monitor investments and remove imprudent ones occurred within six years of suit, claim was timely under 29 U.S.C.S. § 1113.",EconomicActivity
2014055,,2015-01-20,2015-04-29,2000_2018,Williams Yulee V. The Florida Bar,"Fla. Code Jud. Conduct Canon 7C(1), which prohibited candidates in judicial elections from personally soliciting campaign funds, did not violate the First Amendment; the Canon was narrowly tailored to serve the state's compelling interest in protecting the integrity of the judiciary and maintaining public confidence in an impartial judiciary.",FirstAmendment
2014056,,2014-11-10,2015-01-14,2000_2018,"Tmobile South, Llc V.city Of Roswell, Georgia.","Telecommunications Act of 1996, 47 U.S.C.S. § 332(c)(7)(B)(iii), required localities to provide reasons when they denied a cell phone tower siting application; the reasons did not have to appear in the written denial itself, but could instead appear in some other written record issued essentially contemporaneously with the denial.",EconomicActivity
2014058,,2015-03-23,2015-06-18,2000_2018,"Walker V. Texas Division, Sons Of Confederate Veterans, Inc.","Where the Texas Department of Motor Vehicles Board rejected a proposed specialty license plate design featuring a Confederate battle flag, the rejection did not violate the First Amendment's free speech guarantees because specialty license plates issued pursuant to Texas’s statutory scheme conveyed government speech.",FirstAmendment
2014060,,2015-03-24,2015-06-01,2000_2018,"Bank Of America, N.a. V. Caulkett",The reasoning of judicial precedent dictated that a debtor in a Chapter 7 bankruptcy proceeding could not void a junior mortgage lien under 11 U.S.C.S. § 506(d) when the debt owed on a senior mortgage lien exceeded the current value of the collateral.,EconomicActivity
2014061,2014-11-25,2015-03-25,2015-06-29,2000_2018,Michigan V. Environmental Protection Agency,"EPA interpreted the Clean Air Act, 42 U.S.C.S. § 7412(n)(1)(A), unreasonably when it deemed cost irrelevant to the decision to regulate power plants because the statutory directive of determining whether power plant regulation was ""appropriate and necessary"" required attention to cost, which included more than expense of complying with regulations.",EconomicActivity
2014063,,2015-03-31,2015-05-26,2000_2018,"Commil Usa, Llc V. Cisco Systems, Inc.","Defendant's belief regarding patent validity was not a defense to a claim under 35 U.S.C.S. § 271(b) of induced infringement; invalidity was a defense to liability, not to infringement, and a belief as to invalidity therefore could not negate the scienter required for induced infringement.",EconomicActivity
2014064,,2015-03-31,2015-06-22,2000_2018,"Kimble V. Marvel Enterprises, Inc.","Overruling precedent that patentee could not continue to receive royalties after patent expired was not warranted since stare decisis favored settled law, precedent did not preclude arrangements other than royalties, policy favored unrestricted use of expired patents, overruling would affect other precedents, and precedent was simple and workable.",EconomicActivity
2014065,,2015-04-01,2015-05-18,2000_2018,Harris V. Viegelahn,"Where Chapter 13 debtor converted to Chapter 7, he was entitled to return of any postpetition wages not yet distributed by Chapter 13 trustee because, by excluding postpetition wages from converted Chapter 7 estate, 11 U.S.C.S. § 348(f)(1)(A) removed those earnings from pool of assets that might have been liquidated and distributed to creditors.",EconomicActivity
2014070,2015-01-16,2015-04-28,2015-06-26,2000_2018,Obergefell V. Hodges,"Under the Due Process and Equal Protection Clauses of the Fourteenth Amendment, same-sex couples have a fundamental right to marry, and state laws excluding same-sex couples from civil marriage were held invalid; states cannot refuse to recognize a lawful same-sex marriage performed in another state on the ground of its same-sex character.",SexDiscrimination
2015001,,2015-10-05,2015-12-01,2000_2018,Obb Personenverkehr Ag V. Sachs,"A rail passenger failed to show that her action against a foreign railway operator fell within 28 U.S.C.S. § 1605(a)(2)'s commercial activity exception where she sought to recover for injuries suffered when she fell when attempting to board a train in Austria, and her claims were not based upon her purchase of a Eurail pass in the United States.",EconomicActivity
2015004,,2015-10-06,2015-12-14,2000_2018,"Directv, Inc. V. Imburgia","California court's determination that a class arbitration waiver was unenforceable was preempted by the Federal Arbitration Act; California's anti-waiver rule was invalid, and a finding that the arbitration provision incorporated invalid state law would not place the arbitration provision on equal footing with other contracts.",EconomicActivity
2015008,,2015-10-14,2016-01-25,2000_2018,Federal Energy Regulatory Commission V. Electric Power Supply Association,"Federal Energy Regulatory Commission had authority to require wholesale electric market operators to pay same price to demand response providers for conserving energy as to generators for producing it so long as consumers actually saved money, since rule directly affected wholesale rate which was reduced by displacing higher-priced generation bids.",EconomicActivity
2015012,,2015-11-03,2016-03-01,2000_2018,Lockhart V. United States,"Defendant's sentence for possession of child pornography was properly enhanced under 18 U.S.C.S. § 2252(b)(2) based on prior state conviction for sexual abuse of adult, since phrase “involving minor or ward” modified only abusive sexual conduct under rule of last antecedent and did not modify convictions for aggravated sexual abuse or sexual abuse.",FirstAmendment
2015016,,2015-11-09,2016-01-20,2000_2018,Montanile V. Bd. Of National Elevator Industry Health Benefit Plan,"When a participant dissipated the whole settlement on nontraceable items, the fiduciary could not bring a suit to attach the participant’s general assets under § 502(a)(3) of ERISA, 29 U.S.C.S. § 1132(a)(3), because the suit was not one for appropriate equitable relief.",EconomicActivity
2015017,,2016-02-22,2016-06-16,2000_2018,"Kingdomware Technologies, Inc., V. United States",VA improperly awarded contracts without restricted competition to veteran-owned small businesses since rule requiring determination whether there was reasonable expectation that two or more veteran-owned small businesses would bid for contract was mandatory and applied to all contracts awarded by VA regardless of method of procurement.,EconomicActivity
